007590B8  Program entry point
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 0018CA84 "ExtraCritAttack7_Probability"
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 016E1E38 "ExtraCritAttack7"
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 017210F0 "AlternateName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016CCFC0 "DisplayName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016E3148 "Description"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016FF9BC "DynamicTooltip"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721100 "DynamicExtended"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect4Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect5Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721128 "Coefficient"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721134 "Coefficient2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721144 "AnimationName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721154 "AnimationLoopName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721168 "AnimationWinddownName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721180 "AnimationLeadOutName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016F91D8 "InventoryIcon"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "InventoryIcon1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "InventoryIcon2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017211A8 "MinimapIcon"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017211B4 "KeywordWhenAcquired"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017211C8 "MinimapIconRotation"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017211DC "MinimapIconDisplayFlag"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017200D0 "Cooldown"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016D8630 "ChannelDuration"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ManaCost1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Cooldown1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ChannelDuration1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ManaCost2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Cooldown2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ChannelDuration2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ManaCost3"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Cooldown3"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ChannelDuration3"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ManaCost4"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Cooldown4"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ChannelDuration4"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ManaCost5"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Cooldown5"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ChannelDuration5"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ManaCost6"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Cooldown6"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "ChannelDuration6"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "FloatVarsDecimals1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "FloatVarsDecimals2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "FloatVarsDecimals3"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "FloatVarsDecimals4"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "FloatVarsDecimals5"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721234 "CastRadiusTexture"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721248 "CastRadiusSecondaryTexture"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721264 "LineTargetingBaseTextureOverrideName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172128C "LineTargetingTargetTextureOverrideName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017212B4 "CastRangeTextureOverrideName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017212D4 "MaxGrowthRangeTextureName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017212F0 "MaxGrowthLineBaseTextureName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721310 "MaxGrowthLineTargetTextureName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721330 "TargettingType"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721340 "CastRange"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "CastRange1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "CastRange2"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "CastRange3"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "CastRange4"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "CastRange5"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "CastRange6"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721358 "CastRangeUseBoundingBoxes"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721374 "CastRangeDisplayOverride"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721390 "CastRadius"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172139C "CastRadiusSecondary"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017213B0 "CastConeDistance"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017213C4 "CastConeAngle"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0171388C "Flags"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017213D4 "CastType"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017213E0 "CastFrame"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017213EC "MissileSpeed"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017213FC "MissileAccel"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172140C "MissileMaxSpeed"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172141C "MissileMinSpeed"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172142C "MissileFixedTravelTime"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721444 "MissileLifetime"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721454 "MissileEffect"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721464 "MissileEffectPlayer"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721480 "MissileBoneName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721490 "MissilePerceptionBubbleRadius"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017214B0 "MissilePerceptionBubbleRevealsStealth"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017214D8 "CircleMissileRadialVelocity"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017214F4 "CircleMissileAngularVelocity"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721514 "HaveHitEffect"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721524 "HaveHitBone"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721530 "HaveAfterEffect"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721540 "HavePointEffect"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721550 "IsToggleSpell"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721560 "TriggersGlobalCooldown"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721578 "SubjectToGlobalCooldown"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017215C0 "HitEffectOrientType"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017215F4 "OverrideCastTime"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721608 "DelayCastOffsetPercent"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721620 "DelayTotalTimePercent"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721638 "CastTargetAdditionalUnitsRadius"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721658 "LineWidth"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721664 "LineDragLength"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721674 "LineMissileBounces"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721688 "LineMissileUsesAccelerationForBounce"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017216B0 "LineMissileFollowsTerrainHeight"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017216D0 "StartCooldown"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017216E0 "MissileGravity"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017216F0 "LineMissileDelayDestroyAtEndSeconds"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721714 "LineMissileTimePulseBetweenCollisionSpellHits"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721744 "LuaOnMissileUpdateDistanceInterval"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721768 "MissileTargetHeightAugment"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721784 "LineMissileTargetHeightAugment"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017217A4 "BounceRadius"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016FFA20 "DeathRecapPriority"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017217B4 "LineMissileEndsAtTargetPoint"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017217D4 "UseMinimapTargeting"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017217E8 "CantCancelWhileWindingUp"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721804 "CantCancelWhileChanneling"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721820 "ApplyAttackDamage"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721834 "ApplyAttackEffect"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721848 "ApplyMaterialOnHitSound"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721860 "DoesntBreakChannels"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721874 "BelongsToAvatar"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721884 "IsDisabledWhileDead"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721898 "CanCastWhileDisabled"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017218B0 "CanOnlyCastWhileDisabled"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017218CC "CanOnlyCastWhileDead"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017218E4 "CursorChangesInGrass"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017218FC "CantCastWhileRooted"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721910 "CannotBeSuppressed"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721924 "LockConeToPlayer"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721938 "AlwaysSnapFacing"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172194C "UseAnimatorFramerate"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721964 "UseChargeChanneling"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721978 "UseChargeTargeting"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0172198C "CanMoveWhileChanneling"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017219A4 "DisableCastBar"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017219B4 "DoNotNeedToFaceTarget"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017219CC "LineMissileTrackUnits"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017219E4 "NoWinddownIfCancelled"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 017219FC "UseAutoattackCastTime"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721A14 "IgnoreAnimContinueUntilCastFrame"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721A38 "LocationTargettingWidth1"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721A8C "ParticleStartOffset"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721AA0 "SpellRevealsChampion"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721AB8 "DrawSecondaryLineIndicator"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721AD4 "OrientRangeIndicatorToCursor"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721AF4 "OrientRangeIndicatorToFacing"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721B14 "IgnoreRangeCheck"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721B28 "OrientRadiusTextureFromPlayer"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721B48 "CastRangeGrowthMax"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721B5C "CastRangeGrowthDuration"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721B74 "TargeterConstrainedToRange"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721B98 "SelectionPreference"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016D7ACC "AISendEvent"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 016D7AD8 "AIRadius"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 016D7AE4 "AILifetime"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 016D7AF0 "AIRange"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 016D7AF8 "AISpeed"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 016D7B00 "AIEndOnly"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 016D7B0C "AIBlockLevel"
009C7991  COND: EDI: = 0018C830 "SpellData"
009C798F  COND: EBP: = 01720F70 "OT_DisplaysAreaIndicator"
009C7991  COND: EDI: = 01720F60 "OffsetTargeting"
009C798F  COND: EBP: = 01720F8C "OT_DisplaysLineIndicator"
009C7991  COND: EDI: = 01720F60 "OffsetTargeting"
009C798F  COND: EBP: = 01720FA8 "OT_DisplaysArcTargeter"
009C7991  COND: EDI: = 01720F60 "OffsetTargeting"
009C798F  COND: EBP: = 0018CA84 "ExtraCritAttack8_AttackDelayCastOffsetPercent"
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 0018CA84 "ExtraCritAttack8_AttackDelayOffsetPercent"
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 0018CA84 "ExtraCritAttack8_Probability"
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 016E1E4C "ExtraCritAttack8"
009C7991  COND: EDI: = 016C1704 "Data"
009C798F  COND: EBP: = 017210F0 "AlternateName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016CCFC0 "DisplayName"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016E3148 "Description"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 016FF9BC "DynamicTooltip"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 01721100 "DynamicExtended"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect1Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level3Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level4Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level5Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect2Level6Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level0Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level1Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
009C798F  COND: EBP: = 0018C774 "Effect3Level2Amount"
009C7991  COND: EDI: = 0018C734 "SpellData"
